,ID,URL,小区名称,城市,区域,片区,参考均价,建筑年代,总栋数,总户数,开发商,物业费,物业公司,建筑类型,地址
0,1611047071451,http://cd.lianjia.com/xiaoqu/1611047071451,卓锦城二期,成都,锦江,卓锦城,11817,2008年建成,24栋,1488户,成都盛吉立房地产开发有限公司,1.65元/平米/月,成都幸福家园物业管理有限公司,板楼/塔板结合/平房,(锦江卓锦城)成龙大道一段9号
0,1611041551659,http://cd.lianjia.com/xiaoqu/1611041551659,摩玛城,成都,锦江,三官堂,13656,2011年建成,4栋,1528户,成都市黄和投资有限公司,2.1元/平米/月,成都荣泰物业管理有限公司,塔楼/板楼,(锦江三官堂)二环路东五段366号
0,3011053261179,http://cd.lianjia.com/xiaoqu/3011053261179,蓝谷地天域,成都,锦江,蓝谷地,11158,2009年建成,10栋,2518户,成都融创国嘉置业有限公司,1.5元/平米/月,四川威德酒店物业管理有限公司,塔楼/塔板结合,(锦江蓝谷地)水杉街166号
0,1611059601791,http://cd.lianjia.com/xiaoqu/1611059601791,世代锦江凯旋门,成都,锦江,盐市口,18364,2008年建成,1栋,300户,成都其士房地产发展有限公司,2元/平米/月,街道办事处（委员会）代管物业,塔楼,(锦江盐市口)滨江西路8号
0,3011052687630,http://cd.lianjia.com/xiaoqu/3011052687630,皇经嘉苑,成都,锦江,琉璃场,8532,2010年建成,5栋,1609户,成都市住房储备中心,1.2元/平米/月,私人承办物业,板楼/塔板结合,(锦江琉璃场)经天西路69号
0,1611062923844,http://cd.lianjia.com/xiaoqu/1611062923844,吉宝凌云峰阁,成都,锦江,攀成钢,22461,2015年建成,8栋,1573户,新加坡吉宝置业成都希瑞房地产开发有限公司,4.6元/平米/月,成都家园经营管理有限公司,板楼,(锦江攀成钢)汇泉南路333号
0,1611059198261,http://cd.lianjia.com/xiaoqu/1611059198261,城市理想,成都,锦江,盐市口,23658,2010年建成,2栋,2028户,成都市锦江区统一建设办公室,6元/平米/月,成都恒景物业管理有限公司,塔楼/板楼,(锦江盐市口)梨花街12号
0,3011052712988,http://cd.lianjia.com/xiaoqu/3011052712988,正成翡翠琉璃,成都,锦江,琉璃场,7278,2012年建成,1栋,1161户,成都市正成投资开发有限公司,1.62元/平米/月,成都市中骏物业管理有限公司,塔楼/板楼,(锦江琉璃场)经天西路17号
0,1611041535054,http://cd.lianjia.com/xiaoqu/1611041535054,万达锦华城,成都,锦江,东湖,10497,2008年建成,1栋,2561户,成都万达城投资有限公司,1.75元/平米/月,成都万达广场商业管理有限公司,塔楼,(锦江东湖)锦华路一段8号
0,1611043132293,http://cd.lianjia.com/xiaoqu/1611043132293,国嘉新视界,成都,锦江,九眼桥,12904,2009年建成,3栋,931户,四川省国嘉地产有限公司,1.8至3元/平米/月,四川省国嘉物业服务有限公司,塔楼/板楼/塔板结合,(锦江九眼桥)锦东路668号
0,3011054640201,http://cd.lianjia.com/xiaoqu/3011054640201,雕墅,成都,锦江,盐市口,22920,2007年建成,2栋,607户,成都市金鸿实业有限责任公司,1.8元/平米/月,四川金阳物业管理有限责任公司,塔楼/板楼/塔板结合,(锦江盐市口)锦兴路1号
0,1611043090288,http://cd.lianjia.com/xiaoqu/1611043090288,东湖国际,成都,锦江,东湖,18282,2012年建成,11栋,2252户,成都瑞湖置业开发有限公司,1.75至3元/平米/月,深圳市长城物业管理有限公司,塔楼/板楼/塔板结合,(锦江东湖)琉璃路299号
0,1611061037822,http://cd.lianjia.com/xiaoqu/1611061037822,ICC天曜,成都,锦江,东大路,18581,2015年建成,10栋,943户,祥宝投资（成都）有限公司,4.5元/平米/月,上海启胜物业管理服务有限公司,板楼,(锦江东大路)通源街88号
0,3011052708655,http://cd.lianjia.com/xiaoqu/3011052708655,天悦龙庭,成都,锦江,琉璃场,13956,2014年建成,10栋,1369户, 龙光地产控股有限公司,2.6元/平米/月, 广东龙光集团物业管理有限公司成都分公司,塔楼/板楼/塔板结合,(锦江琉璃场)科创路501号
0,1611043129257,http://cd.lianjia.com/xiaoqu/1611043129257,翡翠城二期,成都,锦江,东湖,24661,2006年建成,20栋,1168户,华润置地（成都）发展有限公司,1.89至4元/平米/月,华润置地（成都）物业服务有限公司,塔楼/板楼,(锦江东湖)华润路2号
0,1611058066211,http://cd.lianjia.com/xiaoqu/1611058066211,仁恒滨河湾,成都,锦江,东大路,22546,2016年建成,11栋,1623户,新加坡仁恒置地,5元/平米/月,成都仁恒物业管理有限公司,板楼/塔板结合,(锦江东大路)汇源东路88号
0,1611058951397,http://cd.lianjia.com/xiaoqu/1611058951397,三洲娇子苑,成都,锦江,红星路,17239,2005年建成,4栋,585户,四川省三洲置业有限公司,0.6至1.5元/平米/月,四川高路物业服务有限公司,塔楼/板楼,(锦江红星路)武城大街1号
0,1611057880741,http://cd.lianjia.com/xiaoqu/1611057880741,城东雅郡,成都,锦江,东光,10048,2005年建成,21栋,1420户,成都恒远房地产开发有限责任公司,1.5元/平米/月,成都精诚物业管理有限责任公司,板楼,(锦江东光小区)静安路368号
0,1611047618273,http://cd.lianjia.com/xiaoqu/1611047618273,翡翠城三期,成都,锦江,东湖,22001,2008年建成,18栋,1239户,华润置地（成都）发展有限公司,2.36至63元/平米/月,华润置地（成都）物业服务有限公司,板楼/塔板结合,(锦江东湖)琉璃路718号
0,1611047075758,http://cd.lianjia.com/xiaoqu/1611047075758,卓锦城五期,成都,锦江,卓锦城,14420,2012年建成,9栋,1810户,成都盛吉立房地产开发有限公司,1.8元/平米/月,成都家园经营管理有限公司,塔楼,(锦江卓锦城)国香街593号
0,1611042542280,http://cd.lianjia.com/xiaoqu/1611042542280,世纪朝阳,成都,锦江,九眼桥,16014,2005年建成,6栋,1667户,四川朝阳房地产开发有限责任公司,1.68至1.7元/平米/月,四川昌达物业管理有限责任公司,塔楼/板楼/塔板结合,(锦江九眼桥)宏济新路298号
0,1611041733939,http://cd.lianjia.com/xiaoqu/1611041733939,时代豪庭一期,成都,锦江,合江亭,22892,2009年建成,4栋,573户,龙茂房地产开发（成都）有限公司,3元/平米/月,成都天府时代广场物业管理有限公司,塔楼/塔板结合,(锦江合江亭)东大街芷泉段188号
0,3011053579030,http://cd.lianjia.com/xiaoqu/3011053579030,沙河壹号二期,成都,锦江,沙河堡,13464,2013年建成,7栋,1545户,四川省国嘉地产有限公司,1.6元/平米/月,成都锦东不动产投资管理有限公司,塔楼/板楼,(锦江沙河堡)静沙南路29号
0,1611041490318,http://cd.lianjia.com/xiaoqu/1611041490318,外滩,成都,锦江,九眼桥,18179,2009年建成,5栋,1219户,成都信德房产开发有限公司,1.95至3.9元/平米/月,成都诚信物业管理有限公司,塔楼/塔板结合,(锦江九眼桥)宏济新路49号
0,1611041741563,http://cd.lianjia.com/xiaoqu/1611041741563,卓锦城三期,成都,锦江,卓锦城,11870,2010年建成,10栋,1048户,成都盛吉立房地产开发有限公司,1.75元/平米/月,成都勤信物业服务有限公司,塔楼,(锦江卓锦城)国香街333号
0,1611041544330,http://cd.lianjia.com/xiaoqu/1611041544330,晶蓝半岛二期,成都,锦江,九眼桥,19972,2008年建成,5栋,1134户,成都龙湖地产有限公司,2.5至5元/平米/月,成都龙湖物业服务有限公司,塔板结合,(锦江九眼桥)宏济新路485号
0,1611047075462,http://cd.lianjia.com/xiaoqu/1611047075462,卓锦城四期,成都,锦江,卓锦城,12106,2010年建成,6栋,1060户,成都盛吉立房地产开发有限公司,1.8元/平米/月,成都家园经营管理有限公司,塔楼/板楼/塔板结合,(锦江卓锦城)枫树街253号
0,1611043867573,http://cd.lianjia.com/xiaoqu/1611043867573,摩根中心,成都,锦江,九眼桥,13453,2012年建成,2栋,993户,成都广联置业有限公司,1.9至5元/平米/月,成都上实锦绣物业服务有限公司	,塔楼/板楼/塔板结合,(锦江九眼桥)锦东路568号
0,1611047301096,http://cd.lianjia.com/xiaoqu/1611047301096,鑫苑名家二期,成都,锦江,卓锦城,11298,2011年建成,8栋,2805户,成都鑫苑万卓置业有限公司,1.8元/平米/月,鑫苑物业服务有限公司,塔楼/板楼,(锦江卓锦城)茶花街488号
0,1611041505411,http://cd.lianjia.com/xiaoqu/1611041505411,东城攻略,成都,锦江,九眼桥,10632,2008年建成,3栋,829户,成都合能兴进达房地产开发有限公司,1.5元/平米/月,成都合能物业管理有限公司,板楼/塔板结合,(锦江九眼桥)东四横街8号
0,1611043571355,http://cd.lianjia.com/xiaoqu/1611043571355,时代豪庭四期,成都,锦江,合江亭,23335,2011年建成,3栋,474户,龙茂房地产开发（成都）有限公司,3元/平米/月,成都天府时代物业管理有限公司,塔板结合,(锦江合江亭)东大街芷泉段88号
0,1611043076880,http://cd.lianjia.com/xiaoqu/1611043076880,四海逸家二期,成都,锦江,卓锦城,31949,2013年建成,5栋,1079户,香港中渝置地 (1224.HK)/国嘉地产,3.6元/平米/月,四川国嘉物业管理有限公司,板楼/塔板结合,(锦江卓锦城)牡丹街692号
0,1611041513765,http://cd.lianjia.com/xiaoqu/1611041513765,锦江明珠,成都,锦江,盐市口,26171,2009年建成,1栋,517户,无开发商,1.8元/平米/月,成都中南物业服务有限公司,塔楼/板楼,(锦江盐市口)南府街18号
0,1611100689584,http://cd.lianjia.com/xiaoqu/1611100689584,融创四海逸家,成都,锦江,卓锦城,24318,2015年建成,6栋,1654户,香港中渝置地 (1224.HK)/国嘉地产,4元/平米/月,四川国嘉物业管理有限公司,塔板结合,(锦江卓锦城)南三环一段融创四海逸家
0,1611047922039,http://cd.lianjia.com/xiaoqu/1611047922039,华韵天府,成都,锦江,三圣乡,15764,2013年建成,4栋,1920户,成都金房集团有限公司,2.2元/平米/月,成都金房物业服务公司,塔楼/板楼/塔板结合,(锦江三圣乡)月季街166号
0,1611041742145,http://cd.lianjia.com/xiaoqu/1611041742145,卓锦城一期,成都,锦江,卓锦城,10953,2006年建成,20栋,1051户,成都盛吉立房地产开发有限公司,1.35至1.65元/平米/月,成都勤信物业服务有限公司,塔楼/板楼/塔板结合,(锦江卓锦城)成龙大道一段9号
0,1611058895651,http://cd.lianjia.com/xiaoqu/1611058895651,塔子山壹号,成都,锦江,沙河堡,17153,2015年建成,24栋,1832户,成都新希望置业有限公司,3元/平米/月,四川鼎晟物业有限公司,板楼,(锦江沙河堡)二郞山路66号
0,1611061038704,http://cd.lianjia.com/xiaoqu/1611061038704,通用时代,成都,锦江,攀成钢,21137,2015年建成,4栋,749户,成都通用时代投资管理有限公司,3元/平米/月,成都银都物业服务有限公司,塔楼/板楼,(锦江攀成钢)汇源南路366号
0,1611059130055,http://cd.lianjia.com/xiaoqu/1611059130055,红星国际,成都,锦江,红星路,21257,2012年建成,6栋,1886户,成都宜合投资有限公司,2.65元/平米/月,成都新闻物业有限责任公司,塔楼,(锦江红星路)庆云南街69号
0,1611100042295,http://cd.lianjia.com/xiaoqu/1611100042295,中洲中央城邦,成都,锦江,东大路,16987,2016年建成,7栋,854户,成都中洲锦江房地产有限公司,3元/平米/月,深圳市中洲物业管理有限公司成都分公司,塔板结合,(锦江东大路)东二环通桂路7号(沙河公园旁)
0,3011053573846,http://cd.lianjia.com/xiaoqu/3011053573846,沙河壹号一期,成都,锦江,沙河堡,13007,2011年建成,6栋,1406户,四川省国嘉地产有限公司,1.6元/平米/月,成都锦东不动产投资管理有限公司,塔楼/板楼,(锦江沙河堡)静沙南路18号
0,1611041552349,http://cd.lianjia.com/xiaoqu/1611041552349,南府锦,成都,锦江,九眼桥,13110,2004年建成,2栋,513户,四川南府锦置业有限公司,1.5至4.5元/平米/月,四川中昌英联华物业服务有限公司,塔板结合,(锦江九眼桥)顺江路123号
0,1611043571066,http://cd.lianjia.com/xiaoqu/1611043571066,时代豪庭三期,成都,锦江,合江亭,25989,2010年建成,3栋,408户,无开发商,3元/平米/月,成都天府时代广场物业管理有限公司,板楼,(锦江合江亭)下东大街芷泉段88号
0,1611041541147,http://cd.lianjia.com/xiaoqu/1611041541147,锦洲花园,成都,锦江,三官堂,11365,2004年建成,19栋,1544户,成都市锦江区统一建设办公室,0.5至1元/平米/月,成都银林物业有限公司,板楼,(锦江三官堂)三官堂街31号
0,1611041522287,http://cd.lianjia.com/xiaoqu/1611041522287,流星花园,成都,锦江,合江亭,13029,2003年建成,1栋,730户,成都远东房地产开发有限公司,1.6至1.8元/平米/月,四川华玮物业管理有限公司,板楼,(锦江合江亭)天仙桥北路3号
0,1611058001960,http://cd.lianjia.com/xiaoqu/1611058001960,望江锦园,成都,锦江,沙河堡,12350,2014年建成,8栋,1683户,四川蓉锦东房地产开发有限公司,1.5元/平米/月,私人承办物业,塔楼,(锦江沙河堡)马家沟188号
0,1611041598814,http://cd.lianjia.com/xiaoqu/1611041598814,朝阳名宅,成都,锦江,九眼桥,12659,2003年建成,3栋,919户,四川朝阳房地产开发有限责任公司,1.3元/平米/月,四川昌达物业管理有限责任公司,塔板结合,(锦江九眼桥)莲桂西路168号
0,1611041538363,http://cd.lianjia.com/xiaoqu/1611041538363,蓉上坊一期,成都,锦江,合江亭,15417,2009年建成,3栋,943户,无开发商,4.5元/平米/月,成都美好家园物业服务有限责任公司,塔板结合,(锦江合江亭)光明路69号
0,1611043076352,http://cd.lianjia.com/xiaoqu/1611043076352,四海逸家一期,成都,锦江,卓锦城,28227,2010年建成,3栋,702户,香港中渝置地 (1224.HK)/国嘉地产,3至4元/平米/月,四川国嘉物业管理有限公司,板楼/塔板结合,(锦江卓锦城)牡丹街692号
0,1611041540545,http://cd.lianjia.com/xiaoqu/1611041540545,蜀都花园,成都,锦江,水碾河,11432,2002年建成,34栋,3722户,成都华盛实业蜀都花园项目开发有限公司,1.2至2元/平米/月,成都市鸿盛物业管理有限公司,板楼/塔板结合,(锦江水碾河)大田坎街162号
0,1611041510720,http://cd.lianjia.com/xiaoqu/1611041510720,都会风尚,成都,锦江,合江亭,15603,2009年建成,1栋,404户,成都富邦投资有限责任公司,1.8元/平米/月,资阳市居美物业有限公司成都分公司,板楼,(锦江合江亭)滨江东路158号
0,1611057879617,http://cd.lianjia.com/xiaoqu/1611057879617,万科城市花园,成都,锦江,川师,21145,2007年建成,102栋,3947户,成都万科锦江置业有限公司,1.88元/平米/月,成都万科物业管理有限公司,塔楼/板楼/塔板结合,(锦江川师)静安路1号
0,1611041736706,http://cd.lianjia.com/xiaoqu/1611041736706,望江橡树林一期,成都,锦江,三官堂,16822,2009年建成,7栋,2466户,四川瑞升实业集团有限公司,2至3.5元/平米/月,成都瑞德物业管理有限公司,塔板结合,(锦江三官堂)橡树林路166号
0,1611041481744,http://cd.lianjia.com/xiaoqu/1611041481744,澳龙名城,成都,锦江,攀成钢,18450,2009年建成,12栋,2210户,汇融集团龙旺置业有限公司,1.28至5元/平米/月,四川澳龙物业管理有限公司,塔楼/板楼/塔板结合,(锦江攀成钢)牛沙北路171号
0,1611041574572,http://cd.lianjia.com/xiaoqu/1611041574572,粼江峰阁,成都,锦江,九眼桥,16089,2006年建成,6栋,1154户,新加坡吉宝置业成都希威房地产开发有限公司,2.05元/平米/月,DTZ戴德梁行房地产咨询（成都）有限公司,板楼/塔板结合,(锦江九眼桥)顺江路81号
0,3011055165363,http://cd.lianjia.com/xiaoqu/3011055165363,弘邦领邸,成都,锦江,盐市口,26671,2009年建成,1栋,395户,无开发商,1.8元/平米/月,街道办事处（委员会）代管物业,塔楼/板楼,(锦江盐市口)青石桥南街88号
0,1611041550235,http://cd.lianjia.com/xiaoqu/1611041550235,镏金岁月,成都,锦江,攀成钢,17946,2010年建成,9栋,2541户,恒资投资建设,1.5元/平米/月,四川华玮物业管理有限公司,板楼,(锦江攀成钢)牛沙路166号
0,3011052867100,http://cd.lianjia.com/xiaoqu/3011052867100,东晶丽苑,成都,锦江,琉璃场,8858,2006年建成,7栋,922户,中房集团成都房地产开发有限公司,1.2元/平米/月,成都中房物业发展公司,板楼,(锦江琉璃场)锦华路二段755号
0,1611043130056,http://cd.lianjia.com/xiaoqu/1611043130056,翡翠城四期,成都,锦江,东湖,19250,2009年建成,14栋,9970户,华润置地（成都）发展有限公司,2.1至2.4元/平米/月,华润置地（成都）物业服务有限公司,板楼,(锦江东湖)华润路158号
0,1611041509062,http://cd.lianjia.com/xiaoqu/1611041509062,东方新城一期,成都,锦江,九眼桥,10075,2007年建成,4栋,907户,四川聚仁房地产有限公司,1.2至3元/平米/月,成都锦欣物业管理有限责任公司,板楼/塔板结合,(锦江九眼桥)海椒市街4号
0,1611041529992,http://cd.lianjia.com/xiaoqu/1611041529992,望江嘉苑,成都,锦江,三官堂,15158,2003年建成,20栋,971户,成都青年房产有限责任公司,1.1至1.7元/平米/月,成都利丰物业有限公司,塔楼/板楼,(锦江三官堂)三官堂街16号
0,1611047140791,http://cd.lianjia.com/xiaoqu/1611047140791,锦江城市花园三期,成都,锦江,三圣乡,10455,2011年建成,7栋,3852户,四川省国嘉地产有限公司,1.7元/平米/月,四川省国嘉物业服务有限公司,塔楼/塔板结合,(锦江三圣乡)喜树街618号
0,1611041522684,http://cd.lianjia.com/xiaoqu/1611041522684,银唐国际,成都,锦江,合江亭,13544,2006年建成,3栋,2003户,四川南府锦置业有限公司,1.8元/平米/月,四川中昌英联华物业服务有限公司,塔板结合,(锦江合江亭)滨江东路166号
0,1611041538906,http://cd.lianjia.com/xiaoqu/1611041538906,锦江城市花园二期,成都,锦江,三圣乡,10468,2010年建成,6栋,3547户,成都深合能房地产开发有限公司,1.5元/平米/月,成都合能物业管理有限公司,塔楼/塔板结合,"(锦江三圣乡)喜树街668号, 海棠路608号"
0,1611041504152,http://cd.lianjia.com/xiaoqu/1611041504152,阳光365,成都,锦江,盐市口,21965,2005年建成,1栋,639户,成都信德实业有限公司,1.6元/平米/月,街道办事处（委员会）代管物业,塔楼/板楼,(锦江盐市口)锦兴路34号
0,1611061049144,http://cd.lianjia.com/xiaoqu/1611061049144,天誉花园,成都,锦江,东大路,20127,2016年建成,26栋,2831户,成都市宏誉房地产开发有限公司,4.6元/平米/月,广州市宁骏物业管理有限公司,板楼,(锦江东大路)东二环汇源北路99号
0,1611042527332,http://cd.lianjia.com/xiaoqu/1611042527332,翡翠城一期,成都,锦江,东湖,25332,2004年建成,17栋,1055户,华润置地（成都）发展有限公司,2.38至2.4元/平米/月,华润置地（成都）物业服务有限公司,塔楼/板楼/塔板结合,(锦江东湖)华润路1号
0,1611060831905,http://cd.lianjia.com/xiaoqu/1611060831905,华润幸福里一期,成都,锦江,川师,17358,2014年建成,11栋,898户,成都锦兴华润置地有限公司,3.2元/平米/月,成都华润置地物业管理有限公司,塔楼/板楼/塔板结合,(锦江川师)菱安路299号
0,3011053484408,http://cd.lianjia.com/xiaoqu/3011053484408,比华利国际城一期,成都,锦江,川师,12502,2008年建成,15栋,2019户,成都佳宏房地产开发有限公司,1.2元/平米/月,北京世邦魏理仕物业管理服务有限公司成都分公司,塔楼/板楼,(锦江川师)佳宏路220号
0,1611060720805,http://cd.lianjia.com/xiaoqu/1611060720805,朗御,成都,锦江,合江亭,21978,2012年建成,1栋,484户,新加坡吉宝置业成都希威房地产开发有限公司,3.5元/平米/月,北京世邦魏理仕物业管理服务有限公司成都分公司,板楼,(锦江合江亭)大慈寺路3号
0,1611047229565,http://cd.lianjia.com/xiaoqu/1611047229565,望江橡树林二期,成都,锦江,三官堂,18718,2011年建成,7栋,2399户,四川瑞升实业集团有限公司,2至3.5元/平米/月,成都瑞德物业管理有限公司,板楼/塔板结合,(锦江三官堂)橡树林路66号
0,1611043134793,http://cd.lianjia.com/xiaoqu/1611043134793,皇后国际,成都,锦江,盐市口,28461,2009年建成,1栋,765户,四川蓝光集团,1.9至2.4元/平米/月,蓝光嘉宝物业服务公司,塔楼/板楼,(锦江盐市口)大塘坎街66号
0,3011053393070,http://cd.lianjia.com/xiaoqu/3011053393070,紫东梵谷,成都,锦江,蓝谷地,8438,2007年建成,5栋,630户,成都市锦江区统一建设办公室,1.2元/平米/月,成都锦东不动产投资管理有限公司,塔楼/板楼/塔板结合,(锦江蓝谷地)合欢树街289号
0,1611047571588,http://cd.lianjia.com/xiaoqu/1611047571588,绿地锦天府,成都,锦江,攀成钢,17097,2014年建成,35栋,1251户,绿地集团成都锦江房地产开发有限公司,5.8至6.8元/平米/月,成都嘉诚新悦物业管理有限公司,板楼,(锦江攀成钢)通盈街88号
0,1611043088693,http://cd.lianjia.com/xiaoqu/1611043088693,翡翠城五期,成都,锦江,东湖,22914,2011年建成,10栋,1963户,华润置地（成都）发展有限公司,2.4元/平米/月,华润置地（成都）物业服务有限公司,板楼,(锦江东湖)华润路36号
0,1611041514043,http://cd.lianjia.com/xiaoqu/1611041514043,锦江印象,成都,锦江,合江亭,15362,2008年建成,1栋,899户,四川蜀府房屋建设开发公司,1.2元/平米/月,成都建业物业有限公司,塔板结合,(锦江合江亭)青莲上街5号
0,1611061071609,http://cd.lianjia.com/xiaoqu/1611061071609,绿地468公馆一期,成都,锦江,三圣乡,14571,2015年建成,11栋,1833户,上海绿地集团成都公司,2.7元/平米/月,成都嘉诚新悦物业管理有限公司,塔楼/板楼/塔板结合,(锦江三圣乡)芙蓉西路468号
0,1611043165264,http://cd.lianjia.com/xiaoqu/1611043165264,鑫苑名家一期,成都,锦江,卓锦城,8086,2011年建成,9栋,4128户,成都鑫苑万卓置业有限公司,1.8元/平米/月,鑫苑物业服务有限公司,塔板结合,(锦江卓锦城)牡丹街595号
0,1611047075553,http://cd.lianjia.com/xiaoqu/1611047075553,卓锦城六期,成都,锦江,卓锦城,13819,2014年建成,22栋,3336户,成都盛吉立房地产开发有限公司,2元/平米/月,成都家园经营管理有限公司,塔楼/板楼/塔板结合,(锦江卓锦城)国香街666号
0,1611057882526,http://cd.lianjia.com/xiaoqu/1611057882526,万科金润华府,成都,锦江,沙河堡,19103,2012年建成,16栋,3705户,成都万科锦江置业有限公司,2.6元/平米/月,成都万科物业服务有限公司,塔楼/塔板结合,(锦江沙河堡)静秀路55号
0,1611041539854,http://cd.lianjia.com/xiaoqu/1611041539854,锦江城市花园一期,成都,锦江,三圣乡,10343,2009年建成,8栋,2779户,四川省国嘉地产有限公司,1.5至3元/平米/月,四川省国嘉物业服务有限公司,塔楼/板楼,(锦江三圣乡)喜树街780号
0,3011053447549,http://cd.lianjia.com/xiaoqu/3011053447549,上东锦城A区,成都,锦江,蓝谷地,8670,2008年建成,5栋,1088户,成都锦绣岷江城市建设开发有限公司,1.2元/平米/月,成都花园物业管理有限公司,塔楼/板楼,(锦江蓝谷地)静祥路33号
0,1611061104258,http://cd.lianjia.com/xiaoqu/1611061104258,恒大都汇华庭,成都,锦江,合江亭,25836,2015年建成,3栋,1752户,爱美高房地产（成都）有限公司,3.3元/平米/月,四川忠信物业管理有限公司,板楼,(锦江合江亭)镗钯街38号
0,3011053674847,http://cd.lianjia.com/xiaoqu/3011053674847,天涯庭苑,成都,锦江,红星路,15240,2006年建成,1栋,367户,成都高投置业有限公司,1.2至1.5元/平米/月,成都恒安五洲物业管理有限公司,塔楼/板楼,"(锦江红星路)中道街55号, 锦江区天涯石北街20号"
0,1611060805130,http://cd.lianjia.com/xiaoqu/1611060805130,督院府邸,成都,锦江,盐市口,22580,2000年建成,1栋,234户,无开发商,1.8元/平米/月,街道办事处（委员会）代管物业,塔楼,(锦江盐市口)老半边街14号
0,1611061165010,http://cd.lianjia.com/xiaoqu/1611061165010,星河名都,成都,锦江,合江亭,16140,2002年建成,1栋,393户,四川亿达实业发展有限公司,1.2至2元/平米/月,成都德昌行物业服务有限公司,板楼/塔板结合,(锦江合江亭)滨江东路168号
0,3011054635711,http://cd.lianjia.com/xiaoqu/3011054635711,财富中心,成都,锦江,盐市口,24798,2004年建成,3栋,2117户,无开发商,1.9至10元/平米/月,成都麦高物业经营管理有限公司,塔楼/板楼/塔板结合,(锦江盐市口)大业路6号
0,1611041478345,http://cd.lianjia.com/xiaoqu/1611041478345,东方桂苑,成都,锦江,九眼桥,10780,2006年建成,6栋,488户,成都东方投资控股有限公司,0.5元/平米/月,业主自筹物业,板楼,(锦江九眼桥)海椒街13号
0,3011053674789,http://cd.lianjia.com/xiaoqu/3011053674789,大王钰城,成都,锦江,红星路,17393,2014年建成,4栋,601户,大王实业房地产开发有限公司,1.5元/平米/月,四川东晨物业发展有限公司,塔楼/板楼,(锦江红星路)东较场街93号
0,1611059743910,http://cd.lianjia.com/xiaoqu/1611059743910,秀舍天涯,成都,锦江,红星路,17413,2005年建成,1栋,504户,暂无信息,1.2元/平米/月,暂无信息,塔楼/塔板结合,(锦江红星路)中道街135号
0,1611041521442,http://cd.lianjia.com/xiaoqu/1611041521442,莲花逸都,成都,锦江,九眼桥,14733,2009年建成,5栋,1360户,四川瑞升实业集团有限公司,1.5至1.55元/平米/月,成都瑞德物业管理有限公司,板楼/塔板结合,(锦江九眼桥)海椒市街9号
0,1611043092938,http://cd.lianjia.com/xiaoqu/1611043092938,和祥瑞苑,成都,锦江,三圣乡,10061,2008年建成,7栋,688户,成都市政建设集团有限责任公司,1.4元/平米/月,成都和欢物业服务有限责任公司,塔楼/板楼/塔板结合,(锦江三圣乡)栀子街69号
0,3011053671321,http://cd.lianjia.com/xiaoqu/3011053671321,川报锦苑,成都,锦江,红星路,21407,2008年建成,1栋,198户,暂无信息,1.8元/平米/月,成都保利南方物业服务有限公司,塔楼/板楼,(锦江红星路)天涯石东街10号
0,1611043073259,http://cd.lianjia.com/xiaoqu/1611043073259,上海东韵,成都,锦江,攀成钢,15417,2012年建成,10栋,1440户,成都新东方置业有限责任公司,2.1元/平米/月,上海上房物业服务有限公司成都分公司,塔板结合,(锦江攀成钢)牛沙横街3号附19号
0,1611061287649,http://cd.lianjia.com/xiaoqu/1611061287649,世代锦江商务楼,成都,锦江,盐市口,15995,2005年建成,1栋,405户,无开发商,7元/平米/月,街道办事处（委员会）代管物业,板楼,(锦江盐市口)下南大街59号
0,1611061027672,http://cd.lianjia.com/xiaoqu/1611061027672,大发百度城,成都,锦江,盐市口,7443,2003年建成,1栋,913户,无开发商,1元/平米/月,业主自筹物业,板楼,(锦江盐市口)竹林巷21号
0,1611059189106,http://cd.lianjia.com/xiaoqu/1611059189106,锦江华庭,成都,锦江,红星路,12520,2007年建成,2栋,471户,四川华西集团有限公司,1.5元/平米/月,四川忠信物业管理有限公司,板楼/塔板结合,(锦江红星路)华星路8号
0,1611042038605,http://cd.lianjia.com/xiaoqu/1611042038605,蜀光新城二期,成都,锦江,九眼桥,13709,2009年建成,1栋,243户,无开发商,1.2至4元/平米/月,斌宏森物业管理有限公司,板楼/塔板结合,(锦江九眼桥)宏济新路339号
0,3011053123995,http://cd.lianjia.com/xiaoqu/3011053123995,紫东锦源,成都,锦江,琉璃场,11230,2010年建成,1栋,444户,成都市政建设集团有限责任公司,1元/平米/月,业主委员会自行管理  ,板楼,(锦江琉璃场)琉璃路1233号
0,1611059127976,http://cd.lianjia.com/xiaoqu/1611059127976,皇城公寓,成都,锦江,盐市口,10206,2003年建成,7栋,655户,国泰房产,1.4元/平米/月,香港宝利国际,塔楼/板楼,(锦江盐市口)人民南路一段97号
0,1611045454479,http://cd.lianjia.com/xiaoqu/1611045454479,国信滨河雅居,成都,锦江,三官堂,18618,2003年建成,33栋,460户,成都国信新产业房地产开发有限公司,1.3元/平米/月,四川博蜀物业管理有限公司,板楼/塔板结合,(锦江三官堂)国信路1号
0,1611041538774,http://cd.lianjia.com/xiaoqu/1611041538774,蓉上坊二期,成都,锦江,合江亭,21078,2009年建成,6栋,837户,无开发商,1.5元/平米/月,成都美好家园物业服务有限责任公司,板楼/塔板结合,(锦江合江亭)牛王庙巷66号
0,1611057877191,http://cd.lianjia.com/xiaoqu/1611057877191,德馨苑,成都,锦江,川师,17299,2011年建成,4栋,559户,四川蜀府房屋建设开发公司,1.4元/平米/月,成都蜀府泰博物业服务有限公司,塔楼,(锦江川师)菱安路333号
